MP_OF,MP CODE,MP NAME,BESOIN (KG),ORDRE PRODUCTION,DATE FABRICATION,DATE PESEE,Temps pesee (15 ou 30 minutes)
C263000000456547,C26300,PARAFFINE LIQ 15-25,72.318,456547,2024-03-18 13:36:00.000,2024-03-14,15
C263000000456548,C26300,PARAFFINE LIQ 15-25,72.318,456548,2024-03-18 22:00:00.000,2024-03-14,15
C263000000456546,C26300,PARAFFINE LIQ 15-25,72.318,456546,2024-03-18 04:55:00.000,2024-03-14,30
C263000000456547,C26300,PARAFFINE LIQ 15-25,72.318,456547,2024-03-18 13:36:00.000,2024-03-14,15
C263000000456548,C26300,PARAFFINE LIQ 15-25,72.318,456548,2024-03-18 22:00:00.000,2024-03-14,15
C229050000454057,C22905,DEXPANTHENOL,20.4,454057,2024-03-18 08:09:00.000,2024-03-14,30
C229050000454057,C22905,DEXPANTHENOL,20.4,454057,2024-03-18 08:09:00.000,2024-03-14,30
C273000000456546,C27300,PROPYL PARABEN,0.204,456546,2024-03-18 04:55:00.000,2024-03-14,30
C273000000455112,C27300,PROPYL PARABEN,1.01,455112,2024-03-18 09:18:00.000,2024-03-14,15
C273000000456547,C27300,PROPYL PARABEN,0.204,456547,2024-03-18 13:36:00.000,2024-03-14,15
C273000000456548,C27300,PROPYL PARABEN,0.204,456548,2024-03-18 22:00:00.000,2024-03-14,15
C273000000456546,C27300,PROPYL PARABEN,0.204,456546,2024-03-18 04:55:00.000,2024-03-14,30
C273000000455112,C27300,PROPYL PARABEN,1.01,455112,2024-03-18 09:18:00.000,2024-03-14,15
C273000000456547,C27300,PROPYL PARABEN,0.204,456547,2024-03-18 13:36:00.000,2024-03-14,15
C273000000456548,C27300,PROPYL PARABEN,0.204,456548,2024-03-18 22:00:00.000,2024-03-14,15
C227800000455112,C22780,CYCLOMETHICONE 5.97%,131.3,455112,2024-03-18 09:18:00.000,2024-03-14,30
C227800000455112,C22780,CYCLOMETHICONE 5.97%,131.3,455112,2024-03-18 09:18:00.000,2024-03-14,30
C273500000455107,C27350,PROPYLENE GLYCOL,40.4,455107,2024-03-16 01:14:00.000,2024-03-14,30
C273500000455107,C27350,PROPYLENE GLYCOL,40.4,455107,2024-03-16 01:14:00.000,2024-03-14,30
C270500000454876,C27050,POLOXAMER 182,2.02,454876,2024-03-18 07:28:00.000,2024-03-14,30
C270500000454875,C27050,POLOXAMER 182,2.02,454875,2024-03-18 18:30:00.000,2024-03-14,15
C270500000454876,C27050,POLOXAMER 182,2.02,454876,2024-03-18 07:28:00.000,2024-03-14,30
C270500000454875,C27050,POLOXAMER 182,2.02,454875,2024-03-18 18:30:00.000,2024-03-14,15
C283500000456546,C28350,STEARYLIQUE ALCOOL,5.61,456546,2024-03-18 04:55:00.000,2024-03-14,30
C283500000456547,C28350,STEARYLIQUE ALCOOL,5.61,456547,2024-03-18 13:36:00.000,2024-03-14,15
C283500000456548,C28350,STEARYLIQUE ALCOOL,5.61,456548,2024-03-18 22:00:00.000,2024-03-14,15
C283500000456546,C28350,STEARYLIQUE ALCOOL,5.61,456546,2024-03-18 04:55:00.000,2024-03-14,30
C283500000456547,C28350,STEARYLIQUE ALCOOL,5.61,456547,2024-03-18 13:36:00.000,2024-03-14,15
C283500000456548,C28350,STEARYLIQUE ALCOOL,5.61,456548,2024-03-18 22:00:00.000,2024-03-14,15
C232000000456546,C23200,EDTA TETRASODIUM,0.33813,456546,2024-03-18 04:55:00.000,2024-03-14,30
C232000000456547,C23200,EDTA TETRASODIUM,0.33813,456547,2024-03-18 13:36:00.000,2024-03-14,15
C232000000456548,C23200,EDTA TETRASODIUM,0.33813,456548,2024-03-18 22:00:00.000,2024-03-14,15
C205430000455115,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,455115,2024-03-19 09:16:00.000,2024-03-15,30
C205430000454992,C20543,ADAPALENE FINORGA/HELSINN NVS,3.06,454992,2024-03-19 18:03:00.000,2024-03-15,15
C205430000455115,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,455115,2024-03-19 09:16:00.000,2024-03-15,30
C205430000454992,C20543,ADAPALENE FINORGA/HELSINN NVS,3.06,454992,2024-03-19 18:03:00.000,2024-03-15,15
C284850000454927,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454927,2024-03-19 20:33:00.000,2024-03-15,30
C284850000454927,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454927,2024-03-19 20:33:00.000,2024-03-15,30
C231500000455115,C23150,EDTA DISODIUM,1.01,455115,2024-03-19 09:16:00.000,2024-03-15,30
C231500000455098,C23150,EDTA DISODIUM,1.515,455098,2024-03-19 09:31:00.000,2024-03-15,15
C231500000454992,C23150,EDTA DISODIUM,3.06,454992,2024-03-19 18:03:00.000,2024-03-15,15
C231500000455115,C23150,EDTA DISODIUM,1.01,455115,2024-03-19 09:16:00.000,2024-03-15,30
C231500000455098,C23150,EDTA DISODIUM,1.515,455098,2024-03-19 09:31:00.000,2024-03-15,15
C231500000454992,C23150,EDTA DISODIUM,3.06,454992,2024-03-19 18:03:00.000,2024-03-15,15
C205000000454996,C20500,ACRYLATES COPOLYMER,20.4,454996,2024-03-19 04:48:00.000,2024-03-15,30
C205000000454996,C20500,ACRYLATES COPOLYMER,20.4,454996,2024-03-19 04:48:00.000,2024-03-15,30
C39002190000454987,C3900219,CETYL PHOSPHATE,40.8,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39002190000454987,C3900219,CETYL PHOSPHATE,40.8,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39012210000454987,C3901221,Lecithin Type I,10.2,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39012210000454987,C3901221,Lecithin Type I,10.2,454987,2024-03-19 01:00:00.000,2024-03-15,30
C299980000454987,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,454987,2024-03-19 01:00:00.000,2024-03-15,30
C299980000454987,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39005030000454987,C3900503,DICAPRYLYL CARBONATE,81.6,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39005030000454987,C3900503,DICAPRYLYL CARBONATE,81.6,454987,2024-03-19 01:00:00.000,2024-03-15,30
C229050000454987,C22905,DEXPANTHENOL,20.4,454987,2024-03-19 01:00:00.000,2024-03-15,30
C229050000454987,C22905,DEXPANTHENOL,20.4,454987,2024-03-19 01:00:00.000,2024-03-15,30
C235510000454987,C23551,GLYCEROL COS,40.8,454987,2024-03-19 01:00:00.000,2024-03-15,30
C235510000454987,C23551,GLYCEROL COS,40.8,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39017990000454987,C3901799,Octinoxate USP,102.0,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39017990000454927,C3901799,Octinoxate USP,204.0,454927,2024-03-19 20:33:00.000,2024-03-15,15
C39017990000454987,C3901799,Octinoxate USP,102.0,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39017990000454927,C3901799,Octinoxate USP,204.0,454927,2024-03-19 20:33:00.000,2024-03-15,15
C287500000455180,C28750,VASELINE BLANC VISQ,227.2448,455180,2024-03-19 13:00:00.000,2024-03-15,30
C287500000455180,C28750,VASELINE BLANC VISQ,227.2448,455180,2024-03-19 13:00:00.000,2024-03-15,30
C288400000455180,C28840,VITAMINE E,0.0061200000000000004,455180,2024-03-19 13:00:00.000,2024-03-15,30
C288400000455180,C28840,VITAMINE E,0.0061200000000000004,455180,2024-03-19 13:00:00.000,2024-03-15,30
C235500000454996,C23550,GLYCEROL,40.8,454996,2024-03-19 04:48:00.000,2024-03-15,30
C235500000455115,C23550,GLYCEROL,30.3,455115,2024-03-19 09:16:00.000,2024-03-15,15
C235500000455087,C23550,GLYCEROL,40.8,455087,2024-03-19 19:50:00.000,2024-03-15,15
C235500000455097,C23550,GLYCEROL,35.7,455097,2024-03-19 22:53:00.000,2024-03-15,15
C235500000454996,C23550,GLYCEROL,40.8,454996,2024-03-19 04:48:00.000,2024-03-15,30
C235500000455115,C23550,GLYCEROL,30.3,455115,2024-03-19 09:16:00.000,2024-03-15,15
C235500000455087,C23550,GLYCEROL,40.8,455087,2024-03-19 19:50:00.000,2024-03-15,15
C235500000455097,C23550,GLYCEROL,35.7,455097,2024-03-19 22:53:00.000,2024-03-15,15
C39002210000454927,C3900221,VP/EICOSENE COPOLYMER,51.0,454927,2024-03-19 20:33:00.000,2024-03-15,30
C39002210000454927,C3900221,VP/EICOSENE COPOLYMER,51.0,454927,2024-03-19 20:33:00.000,2024-03-15,30
C39018910000454987,C3901891,Pentylene Glycol **,81.6,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39018910000454987,C3901891,Pentylene Glycol **,81.6,454987,2024-03-19 01:00:00.000,2024-03-15,30
C233050000454987,C23305,ETHANOL 96.0% V/V 215L,51.0,454987,2024-03-19 01:00:00.000,2024-03-15,30
C233050000454927,C23305,ETHANOL 96.0% V/V 215L,204.0,454927,2024-03-19 20:33:00.000,2024-03-15,15
C233050000454987,C23305,ETHANOL 96.0% V/V 215L,51.0,454987,2024-03-19 01:00:00.000,2024-03-15,30
C233050000454927,C23305,ETHANOL 96.0% V/V 215L,204.0,454927,2024-03-19 20:33:00.000,2024-03-15,15
C39005040000454987,C3900504,Dibutyl Adipate,81.6,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39005040000454927,C3900504,Dibutyl Adipate,86.7,454927,2024-03-19 20:33:00.000,2024-03-15,15
C39005040000454987,C3900504,Dibutyl Adipate,81.6,454987,2024-03-19 01:00:00.000,2024-03-15,30
C39005040000454927,C3900504,Dibutyl Adipate,86.7,454927,2024-03-19 20:33:00.000,2024-03-15,15
C39004870000454927,C3900487,Carbomer Copolymer NF Type A,2.04,454927,2024-03-19 20:33:00.000,2024-03-15,30
C39004870000454927,C3900487,Carbomer Copolymer NF Type A,2.04,454927,2024-03-19 20:33:00.000,2024-03-15,30
C39004930000454927,C3900493,ALPHA-CYCLODEXTRIN,20.4,454927,2024-03-19 20:33:00.000,2024-03-15,30
C39004930000454927,C3900493,ALPHA-CYCLODEXTRIN,20.4,454927,2024-03-19 20:33:00.000,2024-03-15,30
C39022670000454987,C3902267,Spray dried Aloe Vera powder 2,0.051,454987,2024-03-19 01:00:00.000,2024-03-15,30
C233350000454986,C23335,ETHYLHEXYLOXYP METHOXYPH TRI S,102.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C233350000454986,C23335,ETHYLHEXYLOXYP METHOXYPH TRI S,102.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C39021500000454986,C3902150,Propyl Parahydroxybenzoate EP,6.12,454986,2024-03-20 11:23:00.000,2024-03-18,30
C39021500000454986,C3902150,Propyl Parahydroxybenzoate EP,6.12,454986,2024-03-20 11:23:00.000,2024-03-18,30
C272000000455096,C27200,POTASSIUM SORBATE,1.02,455096,2024-03-20 07:53:00.000,2024-03-18,30
C272000000455096,C27200,POTASSIUM SORBATE,1.02,455096,2024-03-20 07:53:00.000,2024-03-18,30
C210550000455096,C21055,BENZYLIQUE ALCOOL PHARMA,6.63,455096,2024-03-20 07:53:00.000,2024-03-18,30
C210550000455088,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,455088,2024-03-20 08:02:00.000,2024-03-18,15
C210550000455096,C21055,BENZYLIQUE ALCOOL PHARMA,6.63,455096,2024-03-20 07:53:00.000,2024-03-18,30
C210550000455088,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,455088,2024-03-20 08:02:00.000,2024-03-18,15
C39007150000454986,C3900715,Dimeticone 350 EP,10.2,454986,2024-03-20 11:23:00.000,2024-03-18,30
C39007150000454986,C3900715,Dimeticone 350 EP,10.2,454986,2024-03-20 11:23:00.000,2024-03-18,30
C233050000454986,C23305,ETHANOL 96.0% V/V 215L,50.3268,454986,2024-03-20 11:23:00.000,2024-03-18,30
C233050000454986,C23305,ETHANOL 96.0% V/V 215L,50.3268,454986,2024-03-20 11:23:00.000,2024-03-18,30
C263500000455096,C26350,PARAFFINE LIQ 25-80,30.6,455096,2024-03-20 07:53:00.000,2024-03-18,30
C263500000455096,C26350,PARAFFINE LIQ 25-80,30.6,455096,2024-03-20 07:53:00.000,2024-03-18,30
C270200000454983,C27020,PHENOXYETHANOL,10.2,454983,2024-03-20 07:17:00.000,2024-03-18,30
C270200000454982,C27020,PHENOXYETHANOL,10.2,454982,2024-03-20 19:04:00.000,2024-03-18,15
C270200000456241,C27020,PHENOXYETHANOL,5.05,456241,2024-03-20 19:24:00.000,2024-03-18,15
C270200000454983,C27020,PHENOXYETHANOL,10.2,454983,2024-03-20 07:17:00.000,2024-03-18,30
C270200000454982,C27020,PHENOXYETHANOL,10.2,454982,2024-03-20 19:04:00.000,2024-03-18,15
C270200000456241,C27020,PHENOXYETHANOL,5.05,456241,2024-03-20 19:24:00.000,2024-03-18,15
C299980000454986,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C299980000454986,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C211800000454986,C21180,BUTYL METHOXYDIBENZOYLMETHANE,51.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C211800000454986,C21180,BUTYL METHOXYDIBENZOYLMETHANE,51.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C264900000456241,C26490,PEG 20 METH GLU SESQ,35.35,456241,2024-03-20 19:24:00.000,2024-03-18,30
C264900000456241,C26490,PEG 20 METH GLU SESQ,35.35,456241,2024-03-20 19:24:00.000,2024-03-18,30
C39002190000454986,C3900219,CETYL PHOSPHATE,30.6,454986,2024-03-20 11:23:00.000,2024-03-18,30
C39002190000454986,C3900219,CETYL PHOSPHATE,30.6,454986,2024-03-20 11:23:00.000,2024-03-18,30
C214200000456241,C21420,CARBOMER934P/POL974P,4.545,456241,2024-03-20 19:24:00.000,2024-03-18,30
C214200000456241,C21420,CARBOMER934P/POL974P,4.545,456241,2024-03-20 19:24:00.000,2024-03-18,30
C231500000456241,C23150,EDTA DISODIUM,1.01,456241,2024-03-20 19:24:00.000,2024-03-18,30
C231500000456241,C23150,EDTA DISODIUM,1.01,456241,2024-03-20 19:24:00.000,2024-03-18,30
C39003760000454986,C3900376,Dicaprylyl Maleate,61.2,454986,2024-03-20 11:23:00.000,2024-03-18,30
C39003760000454986,C3900376,Dicaprylyl Maleate,61.2,454986,2024-03-20 11:23:00.000,2024-03-18,30
C213500000454993,C21350,C14-C16OLEFISULFO NA,281.061,454993,2024-03-20 09:52:00.000,2024-03-18,30
C213500000454993,C21350,C14-C16OLEFISULFO NA,281.061,454993,2024-03-20 09:52:00.000,2024-03-18,30
C233000000454983,C23300,ETHANOL 96% V/V,51.0,454983,2024-03-20 07:17:00.000,2024-03-18,30
C233000000454982,C23300,ETHANOL 96% V/V,51.0,454982,2024-03-20 19:04:00.000,2024-03-18,15
C233000000454983,C23300,ETHANOL 96% V/V,51.0,454983,2024-03-20 07:17:00.000,2024-03-18,30
C233000000454982,C23300,ETHANOL 96% V/V,51.0,454982,2024-03-20 19:04:00.000,2024-03-18,15
C273000000456241,C27300,PROPYL PARABEN,1.01,456241,2024-03-20 19:24:00.000,2024-03-18,30
C273000000456241,C27300,PROPYL PARABEN,1.01,456241,2024-03-20 19:24:00.000,2024-03-18,30
C215200000455096,C21520,CARBOMER 941/POL 981,0.765,455096,2024-03-20 07:53:00.000,2024-03-18,30
C215200000455096,C21520,CARBOMER 941/POL 981,0.765,455096,2024-03-20 07:53:00.000,2024-03-18,30
C39017990000454986,C3901799,Octinoxate USP,153.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C39017990000454986,C3901799,Octinoxate USP,153.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C233500000454986,C23350,ETHYLHEXYL TRIAZONE,102.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C233500000454986,C23350,ETHYLHEXYL TRIAZONE,102.0,454986,2024-03-20 11:23:00.000,2024-03-18,30
C215250000454993,C21525,CARBOMER 980,44.88,454993,2024-03-20 09:52:00.000,2024-03-18,30
C215250000454986,C21525,CARBOMER 980,10.2,454986,2024-03-20 11:23:00.000,2024-03-18,15
C215250000454993,C21525,CARBOMER 980,44.88,454993,2024-03-20 09:52:00.000,2024-03-18,30
C215250000454986,C21525,CARBOMER 980,10.2,454986,2024-03-20 11:23:00.000,2024-03-18,15
C39007130000454925,C3900713,Dimeticone 5 CS,61.2,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39007130000454921,C3900713,Dimeticone 5 CS,61.2,454921,2024-03-21 20:02:00.000,2024-03-19,15
C39007130000454925,C3900713,Dimeticone 5 CS,61.2,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39007130000454921,C3900713,Dimeticone 5 CS,61.2,454921,2024-03-21 20:02:00.000,2024-03-19,15
C242500000456282,C24250,ISOPROPYL PALMITATE,20.4,456282,2024-03-21 16:08:00.000,2024-03-19,30
C242500000456282,C24250,ISOPROPYL PALMITATE,20.4,456282,2024-03-21 16:08:00.000,2024-03-19,30
C244000000456282,C24400,LACTIQUE ACIDE 90%,0.408,456282,2024-03-21 16:08:00.000,2024-03-19,30
C244000000456282,C24400,LACTIQUE ACIDE 90%,0.408,456282,2024-03-21 16:08:00.000,2024-03-19,30
C270680000454925,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,454925,2024-03-21 04:56:00.000,2024-03-19,30
C270680000454921,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,454921,2024-03-21 20:02:00.000,2024-03-19,15
C270680000454925,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,454925,2024-03-21 04:56:00.000,2024-03-19,30
C270680000454921,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,454921,2024-03-21 20:02:00.000,2024-03-19,15
C39004870000454925,C3900487,Carbomer Copolymer NF Type A,2.04,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39004870000454921,C3900487,Carbomer Copolymer NF Type A,2.04,454921,2024-03-21 20:02:00.000,2024-03-19,15
C39004870000454925,C3900487,Carbomer Copolymer NF Type A,2.04,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39004870000454921,C3900487,Carbomer Copolymer NF Type A,2.04,454921,2024-03-21 20:02:00.000,2024-03-19,15
C281000000456282,C28100,SORBITOL 70% NONCRIS,51.0,456282,2024-03-21 16:08:00.000,2024-03-19,30
C281000000456282,C28100,SORBITOL 70% NONCRIS,51.0,456282,2024-03-21 16:08:00.000,2024-03-19,30
C39002210000454925,C3900221,VP/EICOSENE COPOLYMER,51.0,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39002210000454921,C3900221,VP/EICOSENE COPOLYMER,51.0,454921,2024-03-21 20:02:00.000,2024-03-19,15
C39002210000454925,C3900221,VP/EICOSENE COPOLYMER,51.0,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39002210000454921,C3900221,VP/EICOSENE COPOLYMER,51.0,454921,2024-03-21 20:02:00.000,2024-03-19,15
C284850000454925,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454925,2024-03-21 04:56:00.000,2024-03-19,30
C284850000454921,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454921,2024-03-21 20:02:00.000,2024-03-19,15
C284850000454925,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454925,2024-03-21 04:56:00.000,2024-03-19,30
C284850000454921,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454921,2024-03-21 20:02:00.000,2024-03-19,15
C270500000456248,C27050,POLOXAMER 182,2.02,456248,2024-03-21 07:11:00.000,2024-03-19,30
C270500000456248,C27050,POLOXAMER 182,2.02,456248,2024-03-21 07:11:00.000,2024-03-19,30
C233050000454925,C23305,ETHANOL 96.0% V/V 215L,204.0,454925,2024-03-21 04:56:00.000,2024-03-19,30
C233050000454921,C23305,ETHANOL 96.0% V/V 215L,204.0,454921,2024-03-21 20:02:00.000,2024-03-19,15
C233050000454925,C23305,ETHANOL 96.0% V/V 215L,204.0,454925,2024-03-21 04:56:00.000,2024-03-19,30
C233050000454921,C23305,ETHANOL 96.0% V/V 215L,204.0,454921,2024-03-21 20:02:00.000,2024-03-19,15
C233000000454978,C23300,ETHANOL 96% V/V,51.0,454978,2024-03-21 06:06:00.000,2024-03-19,30
C233000000454981,C23300,ETHANOL 96% V/V,51.0,454981,2024-03-21 17:52:00.000,2024-03-19,15
C233000000454978,C23300,ETHANOL 96% V/V,51.0,454978,2024-03-21 06:06:00.000,2024-03-19,30
C233000000454981,C23300,ETHANOL 96% V/V,51.0,454981,2024-03-21 17:52:00.000,2024-03-19,15
C273500000454978,C27350,PROPYLENE GLYCOL,306.0,454978,2024-03-21 06:06:00.000,2024-03-19,30
C273500000456248,C27350,PROPYLENE GLYCOL,40.4,456248,2024-03-21 07:11:00.000,2024-03-19,15
C273500000455099,C27350,PROPYLENE GLYCOL,90.9,455099,2024-03-21 12:22:00.000,2024-03-19,15
C273500000454981,C27350,PROPYLENE GLYCOL,306.0,454981,2024-03-21 17:52:00.000,2024-03-19,15
C273500000454978,C27350,PROPYLENE GLYCOL,306.0,454978,2024-03-21 06:06:00.000,2024-03-19,30
C273500000456248,C27350,PROPYLENE GLYCOL,40.4,456248,2024-03-21 07:11:00.000,2024-03-19,15
C273500000455099,C27350,PROPYLENE GLYCOL,90.9,455099,2024-03-21 12:22:00.000,2024-03-19,15
C273500000454981,C27350,PROPYLENE GLYCOL,306.0,454981,2024-03-21 17:52:00.000,2024-03-19,15
C39007990000454925,C3900799,C12-15 Alkyl Benzoate,169.32,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39007990000454921,C3900799,C12-15 Alkyl Benzoate,169.32,454921,2024-03-21 20:02:00.000,2024-03-19,15
C39007990000454925,C3900799,C12-15 Alkyl Benzoate,169.32,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39007990000454921,C3900799,C12-15 Alkyl Benzoate,169.32,454921,2024-03-21 20:02:00.000,2024-03-19,15
C39007020000454925,C3900702,dl-alpha-Tocopherol,20.4,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39007020000454921,C3900702,dl-alpha-Tocopherol,20.4,454921,2024-03-21 20:02:00.000,2024-03-19,15
C39007020000454925,C3900702,dl-alpha-Tocopherol,20.4,454925,2024-03-21 04:56:00.000,2024-03-19,30
C39007020000454921,C3900702,dl-alpha-Tocopherol,20.4,454921,2024-03-21 20:02:00.000,2024-03-19,15
C235500000456282,C23550,GLYCEROL,40.8,456282,2024-03-21 16:08:00.000,2024-03-19,30
C235500000456212,C23550,GLYCEROL,224.4,456212,2024-03-21 20:41:00.000,2024-03-19,15
C235500000456282,C23550,GLYCEROL,40.8,456282,2024-03-21 16:08:00.000,2024-03-19,30
C235500000456212,C23550,GLYCEROL,224.4,456212,2024-03-21 20:41:00.000,2024-03-19,15
C250200000455099,C25020,METRONIDAZOLE,22.725,455099,2024-03-21 12:22:00.000,2024-03-19,30
C250200000456282,C25020,METRONIDAZOLE,7.65,456282,2024-03-21 16:08:00.000,2024-03-19,15
C250200000455099,C25020,METRONIDAZOLE,22.725,455099,2024-03-21 12:22:00.000,2024-03-19,30
C250200000456282,C25020,METRONIDAZOLE,7.65,456282,2024-03-21 16:08:00.000,2024-03-19,15
C285300000454978,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454978,2024-03-21 06:06:00.000,2024-03-19,30
C285300000454981,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454981,2024-03-21 17:52:00.000,2024-03-19,15
C285300000454978,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454978,2024-03-21 06:06:00.000,2024-03-19,30
C285300000454981,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454981,2024-03-21 17:52:00.000,2024-03-19,15
C285200000454978,C28520,TRIFAROTENE,0.051,454978,2024-03-21 06:06:00.000,2024-03-19,30
C285200000454981,C28520,TRIFAROTENE,0.051,454981,2024-03-21 17:52:00.000,2024-03-19,15
C281000000454985,C28100,SORBITOL 70% NONCRIS,61.2,454985,2024-03-22 10:51:00.000,2024-03-20,30
C281000000454985,C28100,SORBITOL 70% NONCRIS,61.2,454985,2024-03-22 10:51:00.000,2024-03-20,30
C210050000456189,C21005,BENZOYL PEROXYD HYD ARKEMA,33.966,456189,2024-03-22 18:53:00.000,2024-03-20,30
C210050000456189,C21005,BENZOYL PEROXYD HYD ARKEMA,33.966,456189,2024-03-22 18:53:00.000,2024-03-20,30
C233050000454985,C23305,ETHANOL 96.0% V/V 215L,50.3268,454985,2024-03-22 10:51:00.000,2024-03-20,30
C233050000454985,C23305,ETHANOL 96.0% V/V 215L,50.3268,454985,2024-03-22 10:51:00.000,2024-03-20,30
C250000000454985,C25000,METHYL PARABEN,6.12,454985,2024-03-22 10:51:00.000,2024-03-20,30
C250000000454985,C25000,METHYL PARABEN,6.12,454985,2024-03-22 10:51:00.000,2024-03-20,30
C39012210000454985,C3901221,Lecithin Type I,10.8732,454985,2024-03-22 10:51:00.000,2024-03-20,30
C39012210000454985,C3901221,Lecithin Type I,10.8732,454985,2024-03-22 10:51:00.000,2024-03-20,30
C203000000454979,C20300,ACRYLAMIDE COPOLYMER,30.6,454979,2024-03-22 06:22:00.000,2024-03-20,30
C203000000454979,C20300,ACRYLAMIDE COPOLYMER,30.6,454979,2024-03-22 06:22:00.000,2024-03-20,30
C39003760000454985,C3900376,Dicaprylyl Maleate,61.2,454985,2024-03-22 10:51:00.000,2024-03-20,30
C39003760000454985,C3900376,Dicaprylyl Maleate,61.2,454985,2024-03-22 10:51:00.000,2024-03-20,30
C207000000454979,C20700,ALLANTOINE,2.04,454979,2024-03-22 06:22:00.000,2024-03-20,30
C207000000454979,C20700,ALLANTOINE,2.04,454979,2024-03-22 06:22:00.000,2024-03-20,30
C39021500000454985,C3902150,Propyl Parahydroxybenzoate EP,6.12,454985,2024-03-22 10:51:00.000,2024-03-20,30
C39021500000454985,C3902150,Propyl Parahydroxybenzoate EP,6.12,454985,2024-03-22 10:51:00.000,2024-03-20,30
C227850000454979,C22785,CYCLOMETHICONE USP/NF,20.4,454979,2024-03-22 06:22:00.000,2024-03-20,30
C227850000454979,C22785,CYCLOMETHICONE USP/NF,20.4,454979,2024-03-22 06:22:00.000,2024-03-20,30
C270200000454979,C27020,PHENOXYETHANOL,10.2,454979,2024-03-22 06:22:00.000,2024-03-20,30
C270200000454979,C27020,PHENOXYETHANOL,10.2,454979,2024-03-22 06:22:00.000,2024-03-20,30
C299980000454985,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,454985,2024-03-22 10:51:00.000,2024-03-20,30
C299980000454985,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,454985,2024-03-22 10:51:00.000,2024-03-20,30
C39012310000454985,C3901231,Aloe Vera Gel,10.2,454985,2024-03-22 10:51:00.000,2024-03-20,30
C39012310000454985,C3901231,Aloe Vera Gel,10.2,454985,2024-03-22 10:51:00.000,2024-03-20,30
C285050000454985,C28505,TRIETHANOLAMINE PHAR,26.928,454985,2024-03-22 10:51:00.000,2024-03-20,30
C285050000454985,C28505,TRIETHANOLAMINE PHAR,26.928,454985,2024-03-22 10:51:00.000,2024-03-20,30
C285200000454979,C28520,TRIFAROTENE,0.051,454979,2024-03-22 06:22:00.000,2024-03-20,30
C285200000454979,C28520,TRIFAROTENE,0.051,454979,2024-03-22 06:22:00.000,2024-03-20,30
C233350000454985,C23335,ETHYLHEXYLOXYP METHOXYPH TRI S,102.0,454985,2024-03-22 10:51:00.000,2024-03-20,30
C233350000454985,C23335,ETHYLHEXYLOXYP METHOXYPH TRI S,102.0,454985,2024-03-22 10:51:00.000,2024-03-20,30
