Matiere_OF,ORDRE PRODUCTION,PLATEFORME,CODE CREME,DESCRIPTION,MP CODE,MP NAME,BESOIN (KG),WEEK
C235500000454875,454875,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23550,GLYCEROL,40.4,12
C253000000454875,454875,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C25300,NA HYDROXYDE,1.734,12
C273500000454875,454875,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27350,PROPYLENE GLYCOL,40.4,12
C278500000454875,454875,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27850,SILICE COLLOIDAL ANH,0.2121,12
C273500000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C27350,PROPYLENE GLYCOL,25.5,12
C273000000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C27300,PROPYL PARABEN,0.204,12
C263000000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C26300,PARAFFINE LIQ 15-25,72.318,12
C217000000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C21700,CETYLIQUE ALCOOL,1.224,12
C250000000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C25000,METHYL PARABEN,0.408,12
C229030000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C22903,DESONIDE MS USP,0.255,12
C280000000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C28000,SORBITAN MONOSTEARAT,12.24,12
C232000000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C23200,EDTA TETRASODIUM,0.33813,12
C220000000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C22000,CITRIQUE ACIDE ANH,0.14076,12
C283500000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C28350,STEARYLIQUE ALCOOL,5.61,12
C254500000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C25450,NA LAURYL SULFATE,1.224,12
C236500000456548,456548,RESS_600L,B22068,DESOWEN LOT MS,C23650,GLYCEROL STEARATE AE,1.224,12
C210550000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,12
C281000000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C28100,SORBITOL 70% NONCRIS,51.0,12
C253000000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25300,NA HYDROXYDE,0.0,12
C250200000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25020,METRONIDAZOLE,7.65,12
C244000000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24400,LACTIQUE ACIDE 90%,0.408,12
C242500000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24250,ISOPROPYL PALMITATE,20.4,12
C235500000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C23550,GLYCEROL,40.8,12
C219000000455089,455089,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21900,CIRE AE,127.5,12
C39022670000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3902267,Spray dried Aloe Vera powder 2,0.051,12
C39018910000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3901891,Pentylene Glycol **,81.6,12
C39017990000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3901799,Octinoxate USP,102.0,12
C39007990000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3900799,C12-15 Alkyl Benzoate,81.6,12
C39005030000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3900503,DICAPRYLYL CARBONATE,81.6,12
C39007130000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3900713,Dimeticone 5 CS,61.2,12
C39007020000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3900702,dl-alpha-Tocopherol,20.4,12
C39012210000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3901221,Lecithin Type I,10.2,12
C39005040000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3900504,Dibutyl Adipate,81.6,12
C39025690000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,102.0,12
C39024030000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3902403,Tinosorb M **,122.4,12
C215250000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C21525,CARBOMER 980,8.16,12
C217000000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C21700,CETYLIQUE ALCOOL,30.6,12
C229050000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C22905,DEXPANTHENOL,20.4,12
C233050000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C23305,ETHANOL 96.0% V/V 215L,51.0,12
C39002190000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C3900219,CETYL PHOSPHATE,40.8,12
C299990000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C29999,SACHE 1000L PRBIB CHASSIS INOX,0.0,12
C299980000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,12
C233300000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,81.6,12
C233500000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C23350,ETHYLHEXYL TRIAZONE,61.2,12
C235510000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C23551,GLYCEROL COS,40.8,12
C285000000454987,454987,RESS_4000L,B20751,DAYLONG KIDS SPF50 LOT,C28500,TRIETHANOLAMINE,25.092,12
C205000000454996,454996,RESS_1200L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C20500,ACRYLATES COPOLYMER,20.4,12
C210050000454996,454996,RESS_1200L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21005,BENZOYL PEROXYD HYD ARKEMA,67.9932,12
C213500000454996,454996,RESS_1200L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21350,C14-C16OLEFISULFO NA,51.102,12
C235500000454996,454996,RESS_1200L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C23550,GLYCEROL,40.8,12
C215250000454996,454996,RESS_1200L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21525,CARBOMER 980,8.16,12
C253000000454996,454996,RESS_1200L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C25300,NA HYDROXYDE,3.06,12
C270200000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27020,PHENOXYETHANOL,5.05,12
C205430000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,12
C250000000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25000,METHYL PARABEN,2.02,12
C253000000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25300,NA HYDROXYDE,1.616,12
C249500000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C24950,METHYL GLUCOSE SESQU,35.35,12
C235500000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23550,GLYCEROL,30.3,12
C231500000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23150,EDTA DISODIUM,1.01,12
C264900000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C26490,PEG 20 METH GLU SESQ,35.35,12
C273000000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27300,PROPYL PARABEN,1.01,12
C282000000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C28200,SQUALANE NATUREL,60.6,12
C227800000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C22780,CYCLOMETHICONE 5.97%,131.3,12
C214200000455115,455115,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C21420,CARBOMER934P/POL974P,4.545,12
C215250000455098,455098,RESS_6000L_GOAVEC,B20079,METRONIDAZOLE 0.75% NF GEL,C21525,CARBOMER 980,19.695,12
C231500000455098,455098,RESS_6000L_GOAVEC,B20079,METRONIDAZOLE 0.75% NF GEL,C23150,EDTA DISODIUM,1.515,12
C250000000455098,455098,RESS_6000L_GOAVEC,B20079,METRONIDAZOLE 0.75% NF GEL,C25000,METHYL PARABEN,2.424,12
C250200000455098,455098,RESS_6000L_GOAVEC,B20079,METRONIDAZOLE 0.75% NF GEL,C25020,METRONIDAZOLE,22.725,12
C273000000455098,455098,RESS_6000L_GOAVEC,B20079,METRONIDAZOLE 0.75% NF GEL,C27300,PROPYL PARABEN,0.606,12
C253000000455098,455098,RESS_6000L_GOAVEC,B20079,METRONIDAZOLE 0.75% NF GEL,C25300,NA HYDROXYDE,2.424,12
C273500000455098,455098,RESS_6000L_GOAVEC,B20079,METRONIDAZOLE 0.75% NF GEL,C27350,PROPYLENE GLYCOL,90.9,12
C288400000455180,455180,RESS_600L,B20100,CALCITRIOL 3PPM POM,C28840,VITAMINE E,0.0061200000000000004,12
C287500000455180,455180,RESS_600L,B20100,CALCITRIOL 3PPM POM,C28750,VASELINE BLANC VISQ,227.2448,12
C213620000455180,455180,RESS_600L,B20100,CALCITRIOL 3PPM POM,C21362,CALCITRIOL NVS,0.001212,12
C264000000455180,455180,RESS_600L,B20100,CALCITRIOL 3PPM POM,C26400,PARAFFINE LIQ110-230,176.75,12
C205430000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C20543,ADAPALENE FINORGA/HELSINN NVS,3.06,12
C215260000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C21526,CARBOMER HOMOPOLYMER (TYPE C),33.66,12
C231500000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C23150,EDTA DISODIUM,3.06,12
C250000000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C25000,METHYL PARABEN,3.06,12
C253000000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C25300,NA HYDROXYDE,5.661,12
C270200000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C27020,PHENOXYETHANOL,7.65,12
C270500000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C27050,POLOXAMER 182,6.12,12
C273500000454992,454992,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C27350,PROPYLENE GLYCOL,122.4,12
C250200000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25020,METRONIDAZOLE,7.65,12
C281000000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C28100,SORBITOL 70% NONCRIS,51.0,12
C242500000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24250,ISOPROPYL PALMITATE,20.4,12
C210550000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,12
C219000000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21900,CIRE AE,127.5,12
C253000000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25300,NA HYDROXYDE,0.0,12
C235500000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C23550,GLYCEROL,40.8,12
C244000000455087,455087,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24400,LACTIQUE ACIDE 90%,0.408,12
C39017990000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901799,Octinoxate USP,204.0,12
C39025690000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,12
C39011280000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901128,XANTHAN GUM  75µm (92%),2.04,12
C39007990000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900799,C12-15 Alkyl Benzoate,169.32,12
C39007130000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900713,Dimeticone 5 CS,61.2,12
C39005040000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900504,Dibutyl Adipate,86.7,12
C39004930000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900493,ALPHA-CYCLODEXTRIN,20.4,12
C39004870000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900487,Carbomer Copolymer NF Type A,2.04,12
C39020190000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902019,Plantacare 1200 UP **,1.02,12
C285000000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28500,TRIETHANOLAMINE,2.856,12
C270680000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,12
C233500000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23350,ETHYLHEXYL TRIAZONE,20.4,12
C233300000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,12
C233050000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23305,ETHANOL 96.0% V/V 215L,204.0,12
C39024030000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902403,Tinosorb M **,40.8,12
C39025200000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902520,Trisodium Ethylenediamine Disu,2.04,12
C284850000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,12
C39007020000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900702,dl-alpha-Tocopherol,20.4,12
C39002210000454927,454927,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900221,VP/EICOSENE COPOLYMER,51.0,12
C227800000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C22780,CYCLOMETHICONE 5.97%,20.4,12
C215200000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C21520,CARBOMER 941/POL 981,0.765,12
C210550000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C21055,BENZYLIQUE ALCOOL PHARMA,6.63,12
C283500000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C28350,STEARYLIQUE ALCOOL,10.2,12
C282400000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C28240,STEARETH 21,15.3,12
C272000000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C27200,POTASSIUM SORBATE,1.02,12
C263500000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C26350,PARAFFINE LIQ 25-80,30.6,12
C207600000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C20760,GLYCERYL & PEG 100 STEARATE,15.3,12
C250200000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C25020,METRONIDAZOLE,3.825,12
C248400000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C24840,MACROGOL 400,10.2,12
C244000000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C24400,LACTIQUE ACIDE 90%,0.0,12
C253000000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C25300,NA HYDROXYDE,0.0,12
C235500000455097,455097,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C23550,GLYCEROL,35.7,12
C285200000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C28520,TRIFAROTENE,0.051,12
C273500000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C27350,PROPYLENE GLYCOL,306.0,12
C270200000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C27020,PHENOXYETHANOL,10.2,12
C227850000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C22785,CYCLOMETHICONE USP/NF,20.4,12
C207000000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C20700,ALLANTOINE,2.04,12
C203000000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C20300,ACRYLAMIDE COPOLYMER,30.6,12
C285300000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,12
C233000000454983,454983,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C23300,ETHANOL 96% V/V,51.0,12
C253000000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C25300,NA HYDROXYDE,0.0,12
C207600000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C20760,GLYCERYL & PEG 100 STEARATE,15.3,12
C210550000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C21055,BENZYLIQUE ALCOOL PHARMA,6.63,12
C215200000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C21520,CARBOMER 941/POL 981,0.765,12
C227800000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C22780,CYCLOMETHICONE 5.97%,20.4,12
C235500000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C23550,GLYCEROL,35.7,12
C244000000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C24400,LACTIQUE ACIDE 90%,0.0,12
C248400000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C24840,MACROGOL 400,10.2,12
C250200000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C25020,METRONIDAZOLE,3.825,12
C283500000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C28350,STEARYLIQUE ALCOOL,10.2,12
C282400000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C28240,STEARETH 21,15.3,12
C263500000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C26350,PARAFFINE LIQ 25-80,30.6,12
C272000000455096,455096,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C27200,POTASSIUM SORBATE,1.02,12
C253000000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25300,NA HYDROXYDE,0.0,12
C219000000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21900,CIRE AE,127.5,12
C235500000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C23550,GLYCEROL,40.8,12
C242500000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24250,ISOPROPYL PALMITATE,20.4,12
C210550000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,12
C250200000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25020,METRONIDAZOLE,7.65,12
C244000000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24400,LACTIQUE ACIDE 90%,0.408,12
C281000000455088,455088,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C28100,SORBITOL 70% NONCRIS,51.0,12
C210050000454993,454993,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21005,BENZOYL PEROXYD HYD ARKEMA,373.9626,12
C213500000454993,454993,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21350,C14-C16OLEFISULFO NA,281.061,12
C215250000454993,454993,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21525,CARBOMER 980,44.88,12
C235500000454993,454993,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C23550,GLYCEROL,224.4,12
C253000000454993,454993,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C25300,NA HYDROXYDE,16.83,12
C205000000454993,454993,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C20500,ACRYLATES COPOLYMER,112.2,12
C39010710000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3901071,Isoamyl p-Methoxycinnamate **,153.0,12
C39024030000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3902403,Tinosorb M **,122.4,12
C39021500000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3902150,Propyl Parahydroxybenzoate EP,6.12,12
C39017990000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3901799,Octinoxate USP,153.0,12
C39012310000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3901231,Aloe Vera Gel,10.2,12
C39012210000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3901221,Lecithin Type I,10.8732,12
C39007150000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3900715,Dimeticone 350 EP,10.2,12
C39003760000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3900376,Dicaprylyl Maleate,61.2,12
C250000000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C25000,METHYL PARABEN,6.12,12
C39002190000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3900219,CETYL PHOSPHATE,30.6,12
C299990000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C29999,SACHE 1000L PRBIB CHASSIS INOX,0.0,12
C299980000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,12
C285050000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C28505,TRIETHANOLAMINE PHAR,26.928,12
C281000000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C28100,SORBITOL 70% NONCRIS,61.2,12
C215250000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C21525,CARBOMER 980,10.2,12
C39007020000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C3900702,dl-alpha-Tocopherol,20.4,12
C233500000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C23350,ETHYLHEXYL TRIAZONE,102.0,12
C233350000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C23335,ETHYLHEXYLOXYP METHOXYPH TRI S,102.0,12
C233050000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C23305,ETHANOL 96.0% V/V 215L,50.3268,12
C217000000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C21700,CETYLIQUE ALCOOL,10.2,12
C211800000454986,454986,RESS_4000L,B20723,ACTINICA LOTION,C21180,BUTYL METHOXYDIBENZOYLMETHANE,51.0,12
C270200000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C27020,PHENOXYETHANOL,10.2,12
C233000000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C23300,ETHANOL 96% V/V,51.0,12
C285300000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,12
C285200000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C28520,TRIFAROTENE,0.051,12
C227850000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C22785,CYCLOMETHICONE USP/NF,20.4,12
C273500000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C27350,PROPYLENE GLYCOL,306.0,12
C203000000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C20300,ACRYLAMIDE COPOLYMER,30.6,12
C207000000454982,454982,RESS_1200L_GOAVEC,B20710,TRIFAROTENE 50 PPM CRE,C20700,ALLANTOINE,2.04,12
C270200000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27020,PHENOXYETHANOL,5.05,12
C264900000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C26490,PEG 20 METH GLU SESQ,35.35,12
C253000000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25300,NA HYDROXYDE,1.616,12
C250000000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25000,METHYL PARABEN,2.02,12
C273000000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27300,PROPYL PARABEN,1.01,12
C235500000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23550,GLYCEROL,30.3,12
C249500000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C24950,METHYL GLUCOSE SESQU,35.35,12
C227800000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C22780,CYCLOMETHICONE 5.97%,131.3,12
C214200000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C21420,CARBOMER934P/POL974P,4.545,12
C205430000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,12
C231500000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23150,EDTA DISODIUM,1.01,12
C282000000456241,456241,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C28200,SQUALANE NATUREL,60.6,12
C39002210000454925,454925,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900221,VP/EICOSENE COPOLYMER,51.0,12
C39004870000454925,454925,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900487,Carbomer Copolymer NF Type A,2.04,12
C39004930000454925,454925,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900493,ALPHA-CYCLODEXTRIN,20.4,12
C39005040000454925,454925,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900504,Dibutyl Adipate,86.7,12
C285000000454925,454925,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28500,TRIETHANOLAMINE,2.856,12
C284850000454925,454925,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,12
