MP_OF,MP CODE,MP NAME,BESOIN (KG),ORDRE PRODUCTION,DATE FABRICATION,DATE PESEE,Temps pesee (15 ou 30 minutes)
C235500000455087,C23550,GLYCEROL,40.8,455087,2024-03-19 19:50:00.000,2024-03-14,15
C235500000455097,C23550,GLYCEROL,35.7,455097,2024-03-19 22:53:00.000,2024-03-14,15
C39002210000454927,C3900221,VP/EICOSENE COPOLYMER,51.0,454927,2024-03-19 20:33:00.000,2024-03-14,30
C39018910000454987,C3901891,Pentylene Glycol **,81.6,454987,2024-03-19 01:00:00.000,2024-03-14,30
C233050000454987,C23305,ETHANOL 96.0% V/V 215L,51.0,454987,2024-03-19 01:00:00.000,2024-03-14,30
C233050000454927,C23305,ETHANOL 96.0% V/V 215L,204.0,454927,2024-03-19 20:33:00.000,2024-03-14,15
C39005040000454987,C3900504,Dibutyl Adipate,81.6,454987,2024-03-19 01:00:00.000,2024-03-14,30
C39005040000454927,C3900504,Dibutyl Adipate,86.7,454927,2024-03-19 20:33:00.000,2024-03-14,15
C39004870000454927,C3900487,Carbomer Copolymer NF Type A,2.04,454927,2024-03-19 20:33:00.000,2024-03-14,30
C39004930000454927,C3900493,ALPHA-CYCLODEXTRIN,20.4,454927,2024-03-19 20:33:00.000,2024-03-14,30
C39022670000454987,C3902267,Spray dried Aloe Vera powder 2,0.051,454987,2024-03-19 01:00:00.000,2024-03-14,30
C285000000454987,C28500,TRIETHANOLAMINE,25.092,454987,2024-03-19 01:00:00.000,2024-03-14,30
C285000000454927,C28500,TRIETHANOLAMINE,2.856,454927,2024-03-19 20:33:00.000,2024-03-14,15
C233300000454987,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,81.6,454987,2024-03-19 01:00:00.000,2024-03-14,30
C233300000454927,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,454927,2024-03-19 20:33:00.000,2024-03-14,15
C227800000455115,C22780,CYCLOMETHICONE 5.97%,131.3,455115,2024-03-19 09:16:00.000,2024-03-14,30
C227800000455097,C22780,CYCLOMETHICONE 5.97%,20.4,455097,2024-03-19 22:53:00.000,2024-03-14,15
C242500000455087,C24250,ISOPROPYL PALMITATE,20.4,455087,2024-03-19 19:50:00.000,2024-03-14,30
C233500000454987,C23350,ETHYLHEXYL TRIAZONE,61.2,454987,2024-03-19 01:00:00.000,2024-03-14,30
C233500000454927,C23350,ETHYLHEXYL TRIAZONE,20.4,454927,2024-03-19 20:33:00.000,2024-03-14,15
C249500000455115,C24950,METHYL GLUCOSE SESQU,35.35,455115,2024-03-19 09:16:00.000,2024-03-14,30
C213620000455180,C21362,CALCITRIOL NVS,0.001212,455180,2024-03-19 13:00:00.000,2024-03-14,30
C281000000455087,C28100,SORBITOL 70% NONCRIS,51.0,455087,2024-03-19 19:50:00.000,2024-03-14,30
C270200000455115,C27020,PHENOXYETHANOL,5.05,455115,2024-03-19 09:16:00.000,2024-03-14,30
C270200000454992,C27020,PHENOXYETHANOL,7.65,454992,2024-03-19 18:03:00.000,2024-03-14,15
C283500000455097,C28350,STEARYLIQUE ALCOOL,10.2,455097,2024-03-19 22:53:00.000,2024-03-14,30
C207600000455097,C20760,GLYCERYL & PEG 100 STEARATE,15.3,455097,2024-03-19 22:53:00.000,2024-03-14,30
C39020190000454927,C3902019,Plantacare 1200 UP **,1.02,454927,2024-03-19 20:33:00.000,2024-03-14,30
C219000000455087,C21900,CIRE AE,127.5,455087,2024-03-19 19:50:00.000,2024-03-14,30
C210050000454996,C21005,BENZOYL PEROXYD HYD ARKEMA,67.9932,454996,2024-03-19 04:48:00.000,2024-03-14,30
C250200000455098,C25020,METRONIDAZOLE,22.725,455098,2024-03-19 09:31:00.000,2024-03-14,30
C250200000455087,C25020,METRONIDAZOLE,7.65,455087,2024-03-19 19:50:00.000,2024-03-14,15
C250200000455097,C25020,METRONIDAZOLE,3.825,455097,2024-03-19 22:53:00.000,2024-03-14,15
C39007020000454987,C3900702,dl-alpha-Tocopherol,20.4,454987,2024-03-19 01:00:00.000,2024-03-14,30
C39007020000454927,C3900702,dl-alpha-Tocopherol,20.4,454927,2024-03-19 20:33:00.000,2024-03-14,15
C39024030000454987,C3902403,Tinosorb M **,122.4,454987,2024-03-19 01:00:00.000,2024-03-14,30
C39024030000454927,C3902403,Tinosorb M **,40.8,454927,2024-03-19 20:33:00.000,2024-03-14,15
C213500000454996,C21350,C14-C16OLEFISULFO NA,51.102,454996,2024-03-19 04:48:00.000,2024-03-13,30
C39007130000454987,C3900713,Dimeticone 5 CS,61.2,454987,2024-03-19 01:00:00.000,2024-03-07,30
C39007130000454927,C3900713,Dimeticone 5 CS,61.2,454927,2024-03-19 20:33:00.000,2024-03-07,15
C39007990000454987,C3900799,C12-15 Alkyl Benzoate,81.6,454987,2024-03-19 01:00:00.000,2024-03-04,30
C39007990000454927,C3900799,C12-15 Alkyl Benzoate,169.32,454927,2024-03-19 20:33:00.000,2024-03-04,15
C264900000455115,C26490,PEG 20 METH GLU SESQ,35.35,455115,2024-03-19 09:16:00.000,2024-03-11,30
C264000000455180,C26400,PARAFFINE LIQ110-230,176.75,455180,2024-03-19 13:00:00.000,2024-03-12,30
C263500000455097,C26350,PARAFFINE LIQ 25-80,30.6,455097,2024-03-19 22:53:00.000,2024-03-13,30
C217000000454987,C21700,CETYLIQUE ALCOOL,30.6,454987,2024-03-19 01:00:00.000,2024-03-14,30
C253000000454996,C25300,NA HYDROXYDE,3.06,454996,2024-03-19 04:48:00.000,2024-03-05,30
C253000000455115,C25300,NA HYDROXYDE,1.616,455115,2024-03-19 09:16:00.000,2024-03-05,15
C253000000455098,C25300,NA HYDROXYDE,2.424,455098,2024-03-19 09:31:00.000,2024-03-05,15
C253000000454992,C25300,NA HYDROXYDE,5.661,454992,2024-03-19 18:03:00.000,2024-03-05,15
C253000000455087,C25300,NA HYDROXYDE,0.0,455087,2024-03-19 19:50:00.000,2024-03-05,15
C253000000455097,C25300,NA HYDROXYDE,0.0,455097,2024-03-19 22:53:00.000,2024-03-05,15
C210550000455087,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,455087,2024-03-19 19:50:00.000,2024-03-07,30
C210550000455097,C21055,BENZYLIQUE ALCOOL PHARMA,6.63,455097,2024-03-19 22:53:00.000,2024-03-07,15
C39011280000454927,C3901128,XANTHAN GUM  75µm (92%),2.04,454927,2024-03-19 20:33:00.000,2024-03-08,30
C273000000455115,C27300,PROPYL PARABEN,1.01,455115,2024-03-19 09:16:00.000,2024-03-11,30
C273000000455098,C27300,PROPYL PARABEN,0.606,455098,2024-03-19 09:31:00.000,2024-03-11,15
C273500000455098,C27350,PROPYLENE GLYCOL,90.9,455098,2024-03-19 09:31:00.000,2024-03-12,30
C273500000454992,C27350,PROPYLENE GLYCOL,122.4,454992,2024-03-19 18:03:00.000,2024-03-12,15
C215260000454992,C21526,CARBOMER HOMOPOLYMER (TYPE C),33.66,454992,2024-03-19 18:03:00.000,2024-03-13,30
C272000000455097,C27200,POTASSIUM SORBATE,1.02,455097,2024-03-19 22:53:00.000,2024-03-14,30
C244000000455087,C24400,LACTIQUE ACIDE 90%,0.408,455087,2024-03-19 19:50:00.000,2024-03-04,30
C244000000455097,C24400,LACTIQUE ACIDE 90%,0.0,455097,2024-03-19 22:53:00.000,2024-03-04,15
C39025200000454927,C3902520,Trisodium Ethylenediamine Disu,2.04,454927,2024-03-19 20:33:00.000,2024-03-06,30
C282400000455097,C28240,STEARETH 21,15.3,455097,2024-03-19 22:53:00.000,2024-03-07,30
C270680000454927,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,454927,2024-03-19 20:33:00.000,2024-03-08,30
C248400000455097,C24840,MACROGOL 400,10.2,455097,2024-03-19 22:53:00.000,2024-03-12,30
C270500000454992,C27050,POLOXAMER 182,6.12,454992,2024-03-19 18:03:00.000,2024-03-13,15
C215200000455097,C21520,CARBOMER 941/POL 981,0.765,455097,2024-03-19 22:53:00.000,2024-03-14,30
C215250000454987,C21525,CARBOMER 980,8.16,454987,2024-03-19 01:00:00.000,2024-03-04,30
C215250000454996,C21525,CARBOMER 980,8.16,454996,2024-03-19 04:48:00.000,2024-03-04,15
C215250000455098,C21525,CARBOMER 980,19.695,455098,2024-03-19 09:31:00.000,2024-03-04,15
C39025690000454987,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,102.0,454987,2024-03-19 01:00:00.000,2024-03-06,30
C39025690000454927,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,454927,2024-03-19 20:33:00.000,2024-03-06,15
C282000000455115,C28200,SQUALANE NATUREL,60.6,455115,2024-03-19 09:16:00.000,2024-03-11,30
C214200000455115,C21420,CARBOMER934P/POL974P,4.545,455115,2024-03-19 09:16:00.000,2024-03-13,15
C250000000455115,C25000,METHYL PARABEN,2.02,455115,2024-03-19 09:16:00.000,2024-03-07,30
C250000000455098,C25000,METHYL PARABEN,2.424,455098,2024-03-19 09:31:00.000,2024-03-07,15
C250000000454992,C25000,METHYL PARABEN,3.06,454992,2024-03-19 18:03:00.000,2024-03-07,15
C233350000454986,C23335,ETHYLHEXYLOXYP METHOXYPH TRI S,102.0,454986,2024-03-20 11:23:00.000,2024-03-15,30
C39021500000454986,C3902150,Propyl Parahydroxybenzoate EP,6.12,454986,2024-03-20 11:23:00.000,2024-03-15,30
C272000000455096,C27200,POTASSIUM SORBATE,1.02,455096,2024-03-20 07:53:00.000,2024-03-15,30
C210550000455096,C21055,BENZYLIQUE ALCOOL PHARMA,6.63,455096,2024-03-20 07:53:00.000,2024-03-15,30
C210550000455088,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,455088,2024-03-20 08:02:00.000,2024-03-15,15
C39007150000454986,C3900715,Dimeticone 350 EP,10.2,454986,2024-03-20 11:23:00.000,2024-03-15,30
C233050000454986,C23305,ETHANOL 96.0% V/V 215L,50.3268,454986,2024-03-20 11:23:00.000,2024-03-15,30
C263500000455096,C26350,PARAFFINE LIQ 25-80,30.6,455096,2024-03-20 07:53:00.000,2024-03-15,30
C270200000454983,C27020,PHENOXYETHANOL,10.2,454983,2024-03-20 07:17:00.000,2024-03-15,30
C270200000454982,C27020,PHENOXYETHANOL,10.2,454982,2024-03-20 19:04:00.000,2024-03-15,15
C270200000456241,C27020,PHENOXYETHANOL,5.05,456241,2024-03-20 19:24:00.000,2024-03-15,15
C299980000454986,C29998,SACHE 1000L BIB CHASSIS PLAST,3.0,454986,2024-03-20 11:23:00.000,2024-03-15,30
C211800000454986,C21180,BUTYL METHOXYDIBENZOYLMETHANE,51.0,454986,2024-03-20 11:23:00.000,2024-03-15,30
C264900000456241,C26490,PEG 20 METH GLU SESQ,35.35,456241,2024-03-20 19:24:00.000,2024-03-15,30
C39002190000454986,C3900219,CETYL PHOSPHATE,30.6,454986,2024-03-20 11:23:00.000,2024-03-15,30
C214200000456241,C21420,CARBOMER934P/POL974P,4.545,456241,2024-03-20 19:24:00.000,2024-03-15,30
C231500000456241,C23150,EDTA DISODIUM,1.01,456241,2024-03-20 19:24:00.000,2024-03-15,30
C39003760000454986,C3900376,Dicaprylyl Maleate,61.2,454986,2024-03-20 11:23:00.000,2024-03-15,30
C213500000454993,C21350,C14-C16OLEFISULFO NA,281.061,454993,2024-03-20 09:52:00.000,2024-03-15,30
C233000000454983,C23300,ETHANOL 96% V/V,51.0,454983,2024-03-20 07:17:00.000,2024-03-15,30
C233000000454982,C23300,ETHANOL 96% V/V,51.0,454982,2024-03-20 19:04:00.000,2024-03-15,15
C273000000456241,C27300,PROPYL PARABEN,1.01,456241,2024-03-20 19:24:00.000,2024-03-15,30
C215200000455096,C21520,CARBOMER 941/POL 981,0.765,455096,2024-03-20 07:53:00.000,2024-03-15,30
C39017990000454986,C3901799,Octinoxate USP,153.0,454986,2024-03-20 11:23:00.000,2024-03-15,30
C233500000454986,C23350,ETHYLHEXYL TRIAZONE,102.0,454986,2024-03-20 11:23:00.000,2024-03-15,30
C215250000454993,C21525,CARBOMER 980,44.88,454993,2024-03-20 09:52:00.000,2024-03-15,30
C215250000454986,C21525,CARBOMER 980,10.2,454986,2024-03-20 11:23:00.000,2024-03-15,15
C203000000454983,C20300,ACRYLAMIDE COPOLYMER,30.6,454983,2024-03-20 07:17:00.000,2024-03-15,30
C203000000454982,C20300,ACRYLAMIDE COPOLYMER,30.6,454982,2024-03-20 19:04:00.000,2024-03-15,15
C283500000455096,C28350,STEARYLIQUE ALCOOL,10.2,455096,2024-03-20 07:53:00.000,2024-03-15,30
C273500000454983,C27350,PROPYLENE GLYCOL,306.0,454983,2024-03-20 07:17:00.000,2024-03-15,30
C273500000454982,C27350,PROPYLENE GLYCOL,306.0,454982,2024-03-20 19:04:00.000,2024-03-15,15
C205000000454993,C20500,ACRYLATES COPOLYMER,112.2,454993,2024-03-20 09:52:00.000,2024-03-15,30
C39010710000454986,C3901071,Isoamyl p-Methoxycinnamate **,153.0,454986,2024-03-20 11:23:00.000,2024-03-15,30
C207000000454983,C20700,ALLANTOINE,2.04,454983,2024-03-20 07:17:00.000,2024-03-15,30
C207000000454982,C20700,ALLANTOINE,2.04,454982,2024-03-20 19:04:00.000,2024-03-15,15
C281000000455088,C28100,SORBITOL 70% NONCRIS,51.0,455088,2024-03-20 08:02:00.000,2024-03-15,30
C281000000454986,C28100,SORBITOL 70% NONCRIS,61.2,454986,2024-03-20 11:23:00.000,2024-03-15,15
C249500000456241,C24950,METHYL GLUCOSE SESQU,35.35,456241,2024-03-20 19:24:00.000,2024-03-15,30
C227850000454983,C22785,CYCLOMETHICONE USP/NF,20.4,454983,2024-03-20 07:17:00.000,2024-03-15,30
C227850000454982,C22785,CYCLOMETHICONE USP/NF,20.4,454982,2024-03-20 19:04:00.000,2024-03-15,15
C242500000455088,C24250,ISOPROPYL PALMITATE,20.4,455088,2024-03-20 08:02:00.000,2024-03-15,30
C285050000454986,C28505,TRIETHANOLAMINE PHAR,26.928,454986,2024-03-20 11:23:00.000,2024-03-15,30
C39012210000454986,C3901221,Lecithin Type I,10.8732,454986,2024-03-20 11:23:00.000,2024-03-15,30
C207600000455096,C20760,GLYCERYL & PEG 100 STEARATE,15.3,455096,2024-03-20 07:53:00.000,2024-03-15,30
C219000000455088,C21900,CIRE AE,127.5,455088,2024-03-20 08:02:00.000,2024-03-15,30
C248400000455096,C24840,MACROGOL 400,10.2,455096,2024-03-20 07:53:00.000,2024-03-15,30
C285200000454983,C28520,TRIFAROTENE,0.051,454983,2024-03-20 07:17:00.000,2024-03-15,30
C285200000454982,C28520,TRIFAROTENE,0.051,454982,2024-03-20 19:04:00.000,2024-03-15,15
C227800000455096,C22780,CYCLOMETHICONE 5.97%,20.4,455096,2024-03-20 07:53:00.000,2024-03-15,30
C227800000456241,C22780,CYCLOMETHICONE 5.97%,131.3,456241,2024-03-20 19:24:00.000,2024-03-15,15
C282000000456241,C28200,SQUALANE NATUREL,60.6,456241,2024-03-20 19:24:00.000,2024-03-15,30
C210050000454993,C21005,BENZOYL PEROXYD HYD ARKEMA,373.9626,454993,2024-03-20 09:52:00.000,2024-03-15,30
C250000000454986,C25000,METHYL PARABEN,6.12,454986,2024-03-20 11:23:00.000,2024-03-15,30
C250000000456241,C25000,METHYL PARABEN,2.02,456241,2024-03-20 19:24:00.000,2024-03-15,15
C39012310000454986,C3901231,Aloe Vera Gel,10.2,454986,2024-03-20 11:23:00.000,2024-03-15,30
C253000000455096,C25300,NA HYDROXYDE,0.0,455096,2024-03-20 07:53:00.000,2024-03-15,30
C253000000455088,C25300,NA HYDROXYDE,0.0,455088,2024-03-20 08:02:00.000,2024-03-15,15
C253000000454993,C25300,NA HYDROXYDE,16.83,454993,2024-03-20 09:52:00.000,2024-03-15,15
C253000000456241,C25300,NA HYDROXYDE,1.616,456241,2024-03-20 19:24:00.000,2024-03-15,15
C282400000455096,C28240,STEARETH 21,15.3,455096,2024-03-20 07:53:00.000,2024-03-08,30
C217000000454986,C21700,CETYLIQUE ALCOOL,10.2,454986,2024-03-20 11:23:00.000,2024-03-12,30
C205430000456241,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,456241,2024-03-20 19:24:00.000,2024-03-13,30
C244000000455096,C24400,LACTIQUE ACIDE 90%,0.0,455096,2024-03-20 07:53:00.000,2024-03-14,30
C244000000455088,C24400,LACTIQUE ACIDE 90%,0.408,455088,2024-03-20 08:02:00.000,2024-03-14,15
C235500000455096,C23550,GLYCEROL,35.7,455096,2024-03-20 07:53:00.000,2024-03-11,30
C235500000455088,C23550,GLYCEROL,40.8,455088,2024-03-20 08:02:00.000,2024-03-11,15
C235500000454993,C23550,GLYCEROL,224.4,454993,2024-03-20 09:52:00.000,2024-03-11,15
C235500000456241,C23550,GLYCEROL,30.3,456241,2024-03-20 19:24:00.000,2024-03-11,15
C250200000455096,C25020,METRONIDAZOLE,3.825,455096,2024-03-20 07:53:00.000,2024-03-05,30
C250200000455088,C25020,METRONIDAZOLE,7.65,455088,2024-03-20 08:02:00.000,2024-03-05,15
C39024030000454986,C3902403,Tinosorb M **,122.4,454986,2024-03-20 11:23:00.000,2024-03-06,30
C285300000454983,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454983,2024-03-20 07:17:00.000,2024-03-08,30
C285300000454982,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454982,2024-03-20 19:04:00.000,2024-03-08,15
C39007020000454986,C3900702,dl-alpha-Tocopherol,20.4,454986,2024-03-20 11:23:00.000,2024-03-12,15
C39007130000454925,C3900713,Dimeticone 5 CS,61.2,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39007130000454921,C3900713,Dimeticone 5 CS,61.2,454921,2024-03-21 20:02:00.000,2024-03-18,15
C242500000456282,C24250,ISOPROPYL PALMITATE,20.4,456282,2024-03-21 16:08:00.000,2024-03-18,30
C244000000456282,C24400,LACTIQUE ACIDE 90%,0.408,456282,2024-03-21 16:08:00.000,2024-03-18,30
C270680000454925,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,454925,2024-03-21 04:56:00.000,2024-03-18,30
C270680000454921,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,454921,2024-03-21 20:02:00.000,2024-03-18,15
C39004870000454925,C3900487,Carbomer Copolymer NF Type A,2.04,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39004870000454921,C3900487,Carbomer Copolymer NF Type A,2.04,454921,2024-03-21 20:02:00.000,2024-03-18,15
C281000000456282,C28100,SORBITOL 70% NONCRIS,51.0,456282,2024-03-21 16:08:00.000,2024-03-18,30
C39002210000454925,C3900221,VP/EICOSENE COPOLYMER,51.0,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39002210000454921,C3900221,VP/EICOSENE COPOLYMER,51.0,454921,2024-03-21 20:02:00.000,2024-03-18,15
C284850000454925,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454925,2024-03-21 04:56:00.000,2024-03-18,30
C284850000454921,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,454921,2024-03-21 20:02:00.000,2024-03-18,15
C270500000456248,C27050,POLOXAMER 182,2.02,456248,2024-03-21 07:11:00.000,2024-03-18,30
C233050000454925,C23305,ETHANOL 96.0% V/V 215L,204.0,454925,2024-03-21 04:56:00.000,2024-03-18,30
C233050000454921,C23305,ETHANOL 96.0% V/V 215L,204.0,454921,2024-03-21 20:02:00.000,2024-03-18,15
C233000000454978,C23300,ETHANOL 96% V/V,51.0,454978,2024-03-21 06:06:00.000,2024-03-18,30
C233000000454981,C23300,ETHANOL 96% V/V,51.0,454981,2024-03-21 17:52:00.000,2024-03-18,15
C273500000454978,C27350,PROPYLENE GLYCOL,306.0,454978,2024-03-21 06:06:00.000,2024-03-18,30
C273500000456248,C27350,PROPYLENE GLYCOL,40.4,456248,2024-03-21 07:11:00.000,2024-03-18,15
C273500000455099,C27350,PROPYLENE GLYCOL,90.9,455099,2024-03-21 12:22:00.000,2024-03-18,15
C273500000454981,C27350,PROPYLENE GLYCOL,306.0,454981,2024-03-21 17:52:00.000,2024-03-18,15
C39007990000454925,C3900799,C12-15 Alkyl Benzoate,169.32,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39007990000454921,C3900799,C12-15 Alkyl Benzoate,169.32,454921,2024-03-21 20:02:00.000,2024-03-18,15
C39007020000454925,C3900702,dl-alpha-Tocopherol,20.4,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39007020000454921,C3900702,dl-alpha-Tocopherol,20.4,454921,2024-03-21 20:02:00.000,2024-03-18,15
C235500000456282,C23550,GLYCEROL,40.8,456282,2024-03-21 16:08:00.000,2024-03-18,30
C235500000456212,C23550,GLYCEROL,224.4,456212,2024-03-21 20:41:00.000,2024-03-18,15
C250200000455099,C25020,METRONIDAZOLE,22.725,455099,2024-03-21 12:22:00.000,2024-03-18,30
C250200000456282,C25020,METRONIDAZOLE,7.65,456282,2024-03-21 16:08:00.000,2024-03-18,15
C285300000454978,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454978,2024-03-21 06:06:00.000,2024-03-18,30
C285300000454981,C28530,TRIGLYCERIDES CHAINES MOYENNES,81.6,454981,2024-03-21 17:52:00.000,2024-03-18,15
C285200000454978,C28520,TRIFAROTENE,0.051,454978,2024-03-21 06:06:00.000,2024-03-18,30
C285200000454981,C28520,TRIFAROTENE,0.051,454981,2024-03-21 17:52:00.000,2024-03-18,15
C250000000456248,C25000,METHYL PARABEN,1.01,456248,2024-03-21 07:11:00.000,2024-03-18,30
C250000000455099,C25000,METHYL PARABEN,2.424,455099,2024-03-21 12:22:00.000,2024-03-18,15
C39017990000454925,C3901799,Octinoxate USP,204.0,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39017990000454921,C3901799,Octinoxate USP,204.0,454921,2024-03-21 20:02:00.000,2024-03-18,15
C273000000455099,C27300,PROPYL PARABEN,0.606,455099,2024-03-21 12:22:00.000,2024-03-18,30
C233300000454925,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,454925,2024-03-21 04:56:00.000,2024-03-18,30
C233300000454921,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,454921,2024-03-21 20:02:00.000,2024-03-18,15
C39005040000454925,C3900504,Dibutyl Adipate,86.7,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39005040000454921,C3900504,Dibutyl Adipate,86.7,454921,2024-03-21 20:02:00.000,2024-03-18,15
C285000000454925,C28500,TRIETHANOLAMINE,2.856,454925,2024-03-21 04:56:00.000,2024-03-18,30
C285000000454921,C28500,TRIETHANOLAMINE,2.856,454921,2024-03-21 20:02:00.000,2024-03-18,15
C253000000456248,C25300,NA HYDROXYDE,1.616,456248,2024-03-21 07:11:00.000,2024-03-18,30
C253000000455099,C25300,NA HYDROXYDE,2.424,455099,2024-03-21 12:22:00.000,2024-03-18,15
C253000000456282,C25300,NA HYDROXYDE,0.0,456282,2024-03-21 16:08:00.000,2024-03-18,15
C253000000456212,C25300,NA HYDROXYDE,16.83,456212,2024-03-21 20:41:00.000,2024-03-18,15
C270200000454978,C27020,PHENOXYETHANOL,10.2,454978,2024-03-21 06:06:00.000,2024-03-18,30
C270200000456248,C27020,PHENOXYETHANOL,2.525,456248,2024-03-21 07:11:00.000,2024-03-18,15
C270200000454981,C27020,PHENOXYETHANOL,10.2,454981,2024-03-21 17:52:00.000,2024-03-18,15
C39011280000454925,C3901128,XANTHAN GUM  75µm (92%),2.04,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39011280000454921,C3901128,XANTHAN GUM  75µm (92%),2.04,454921,2024-03-21 20:02:00.000,2024-03-18,15
C233500000454925,C23350,ETHYLHEXYL TRIAZONE,20.4,454925,2024-03-21 04:56:00.000,2024-03-18,30
C233500000454921,C23350,ETHYLHEXYL TRIAZONE,20.4,454921,2024-03-21 20:02:00.000,2024-03-18,15
C39020190000454925,C3902019,Plantacare 1200 UP **,1.02,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39020190000454921,C3902019,Plantacare 1200 UP **,1.02,454921,2024-03-21 20:02:00.000,2024-03-18,15
C39004930000454925,C3900493,ALPHA-CYCLODEXTRIN,20.4,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39004930000454921,C3900493,ALPHA-CYCLODEXTRIN,20.4,454921,2024-03-21 20:02:00.000,2024-03-18,15
C39025690000454925,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39025690000454921,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,454921,2024-03-21 20:02:00.000,2024-03-18,15
C39024030000454925,C3902403,Tinosorb M **,40.8,454925,2024-03-21 04:56:00.000,2024-03-18,30
C39024030000454921,C3902403,Tinosorb M **,40.8,454921,2024-03-21 20:02:00.000,2024-03-18,15
C215250000455099,C21525,CARBOMER 980,19.695,455099,2024-03-21 12:22:00.000,2024-03-18,30
C215250000456212,C21525,CARBOMER 980,44.88,456212,2024-03-21 20:41:00.000,2024-03-18,15
C203000000454978,C20300,ACRYLAMIDE COPOLYMER,30.6,454978,2024-03-21 06:06:00.000,2024-03-18,30
C203000000454981,C20300,ACRYLAMIDE COPOLYMER,30.6,454981,2024-03-21 17:52:00.000,2024-03-18,15
C219000000456282,C21900,CIRE AE,127.5,456282,2024-03-21 16:08:00.000,2024-03-13,15
C215260000456248,C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,456248,2024-03-21 07:11:00.000,2024-03-18,30
C210550000456282,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,456282,2024-03-21 16:08:00.000,2024-03-04,15
C205310000456248,C20531,ADAPALENE FINORGA NVS,1.01,456248,2024-03-21 07:11:00.000,2024-03-12,30
C207000000454978,C20700,ALLANTOINE,2.04,454978,2024-03-21 06:06:00.000,2024-03-13,30
C207000000454981,C20700,ALLANTOINE,2.04,454981,2024-03-21 17:52:00.000,2024-03-13,15
C227850000454978,C22785,CYCLOMETHICONE USP/NF,20.4,454978,2024-03-21 06:06:00.000,2024-03-14,30
C227850000454981,C22785,CYCLOMETHICONE USP/NF,20.4,454981,2024-03-21 17:52:00.000,2024-03-14,15
C213500000456212,C21350,C14-C16OLEFISULFO NA,281.061,456212,2024-03-21 20:41:00.000,2024-03-04,30
C210050000456212,C21005,BENZOYL PEROXYD HYD ARKEMA,373.9626,456212,2024-03-21 20:41:00.000,2024-03-05,15
C39025200000454925,C3902520,Trisodium Ethylenediamine Disu,2.04,454925,2024-03-21 04:56:00.000,2024-03-06,30
C39025200000454921,C3902520,Trisodium Ethylenediamine Disu,2.04,454921,2024-03-21 20:02:00.000,2024-03-06,15
C205000000456212,C20500,ACRYLATES COPOLYMER,112.2,456212,2024-03-21 20:41:00.000,2024-03-07,15
C231500000456248,C23150,EDTA DISODIUM,1.01,456248,2024-03-21 07:11:00.000,2024-03-15,30
C231500000455099,C23150,EDTA DISODIUM,1.515,455099,2024-03-21 12:22:00.000,2024-03-15,15
C281000000454985,C28100,SORBITOL 70% NONCRIS,61.2,454985,2024-03-22 10:51:00.000,2024-03-19,30
C210050000456189,C21005,BENZOYL PEROXYD HYD ARKEMA,33.966,456189,2024-03-22 18:53:00.000,2024-03-19,30
C233050000454985,C23305,ETHANOL 96.0% V/V 215L,50.3268,454985,2024-03-22 10:51:00.000,2024-03-19,30
C250000000454985,C25000,METHYL PARABEN,6.12,454985,2024-03-22 10:51:00.000,2024-03-19,30
C39012210000454985,C3901221,Lecithin Type I,10.8732,454985,2024-03-22 10:51:00.000,2024-03-19,30
C203000000454979,C20300,ACRYLAMIDE COPOLYMER,30.6,454979,2024-03-22 06:22:00.000,2024-03-19,30
C39003760000454985,C3900376,Dicaprylyl Maleate,61.2,454985,2024-03-22 10:51:00.000,2024-03-19,30
